      1 GO:0000001	mitochondrion inheritance
     51 GO:1902531	regulation of intracellular signal transduction
     52 GO:0006732	obsolete coenzyme metabolic process
     52 GO:0006970	response to osmotic stress
     52 GO:0007017	microtubule-based process
     52 GO:0014070	response to organic cyclic compound
     52 GO:0022412	cellular process involved in reproduction in multicellular organism
     52 GO:0033993	response to lipid
     53 GO:0006397	mRNA processing
     53 GO:0016053	organic acid biosynthetic process
     53 GO:0034655	nucleobase-containing compound catabolic process
     53 GO:0046394	carboxylic acid biosynthetic process
     53 GO:0051338	regulation of transferase activity
     54 GO:0005768	endosome
     54 GO:0007010	cytoskeleton organization
     54 GO:0008610	lipid biosynthetic process
     54 GO:0009266	response to temperature stimulus
     54 GO:0015630	microtubule cytoskeleton
     54 GO:0016788	hydrolase activity, acting on ester bonds
     54 GO:0051253	negative regulation of RNA metabolic process
     54 GO:0070647	protein modification by small protein conjugation or removal
     54 GO:0072594	establishment of protein localization to organelle
     55 GO:0006364	rRNA processing
     55 GO:0023056	positive regulation of signaling
     55 GO:0040007	growth
     55 GO:0043632	modification-dependent macromolecule catabolic process
     56 GO:0000790	nuclear chromatin
     56 GO:0005774	vacuolar membrane
     56 GO:0019866	organelle inner membrane
     56 GO:0044087	regulation of cellular component biogenesis
     56 GO:0044431	obsolete Golgi apparatus part
     56 GO:0048585	negative regulation of response to stimulus
     57 GO:0007346	regulation of mitotic cell cycle
     57 GO:0098796	membrane protein complex
     58 GO:0000323	lytic vacuole
     58 GO:0010647	positive regulation of cell communication
     58 GO:0016301	kinase activity
     58 GO:0019725	cellular homeostasis
     58 GO:0030234	enzyme regulator activity
     58 GO:0042325	regulation of phosphorylation
     58 GO:0043207	response to external biotic stimulus
     58 GO:0044270	cellular nitrogen compound catabolic process
     58 GO:0045893	positive regulation of transcription, DNA-templated
     58 GO:0051603	proteolysis involved in cellular protein catabolic process
     58 GO:0051707	response to other organism
     59 GO:0016072	rRNA metabolic process
     59 GO:0019439	aromatic compound catabolic process
     59 GO:0031667	response to nutrient levels
     59 GO:0031966	mitochondrial membrane
     59 GO:0046700	heterocycle catabolic process
     59 GO:1901701	cellular response to oxygen-containing compound
     60 GO:0009991	response to extracellular stimulus
     60 GO:0035556	intracellular signal transduction
     60 GO:0051130	positive regulation of cellular component organization
     60 GO:0071495	cellular response to endogenous stimulus
     60 GO:1902680	positive regulation of RNA biosynthetic process
     60 GO:1903508	positive regulation of nucleic acid-templated transcription
     61 GO:0006357	regulation of transcription by RNA polymerase II
     61 GO:0022857	transmembrane transporter activity
     61 GO:0044257	cellular protein catabolic process
     61 GO:0044430	obsolete cytoskeletal part
     61 GO:0044437	obsolete vacuolar part
     61 GO:0046914	transition metal ion binding
     61 GO:0048699	generation of neurons
     62 GO:0009117	nucleotide metabolic process
     62 GO:0010941	regulation of cell death
     62 GO:0045595	regulation of cell differentiation
     62 GO:0046983	protein dimerization activity
     63 GO:0006412	translation
     63 GO:0006520	cellular amino acid metabolic process
     63 GO:0007276	gamete generation
     63 GO:0009416	response to light stimulus
     63 GO:0090407	organophosphate biosynthetic process
     63 GO:1901361	organic cyclic compound catabolic process
     63 GO:2000113	negative regulation of cellular macromolecule biosynthetic process
     64 GO:0000785	chromatin
     64 GO:0009607	response to biotic stimulus
     64 GO:0016491	oxidoreductase activity
     64 GO:0042254	ribosome biogenesis
     64 GO:0044433	obsolete cytoplasmic vesicle part
     64 GO:0051254	positive regulation of RNA metabolic process
     65 GO:0005740	mitochondrial envelope
     65 GO:0006753	nucleoside phosphate metabolic process
     65 GO:0010558	negative regulation of macromolecule biosynthetic process
     65 GO:0043043	peptide biosynthetic process
     66 GO:0005524	ATP binding
     66 GO:0006811	ion transport
     66 GO:0006979	response to oxidative stress
     66 GO:0019220	regulation of phosphate metabolic process
     66 GO:0051174	regulation of phosphorus metabolic process
     67 GO:0005856	cytoskeleton
     67 GO:0010243	response to organonitrogen compound
     67 GO:0010564	regulation of cell cycle process
     67 GO:0022008	neurogenesis
     67 GO:0030554	adenyl nucleotide binding
     67 GO:0031329	regulation of cellular catabolic process
     67 GO:0032559	adenyl ribonucleotide binding
     67 GO:0051049	regulation of transport
     68 GO:0048608	reproductive structure development
     68 GO:0061458	reproductive system development
     69 GO:0005789	endoplasmic reticulum membrane
     69 GO:0006325	chromatin organization
     69 GO:0030163	protein catabolic process
     69 GO:0042995	cell projection
     69 GO:0044454	obsolete nuclear chromosome part
     69 GO:0098827	endoplasmic reticulum subcompartment
     69 GO:0120025	plasma membrane bounded cell projection
     70 GO:0009894	regulation of catabolic process
     70 GO:0018193	peptidyl-amino acid modification
     70 GO:0031327	negative regulation of cellular biosynthetic process
     70 GO:0045934	negative regulation of nucleobase-containing compound metabolic process
     70 GO:0098772	molecular function regulator
     71 GO:0009890	negative regulation of biosynthetic process
     71 GO:0044877	protein-containing complex binding
     71 GO:0051186	obsolete cofactor metabolic process
     72 GO:0017144	drug metabolic process
     72 GO:0042493	response to drug
     72 GO:1901137	carbohydrate derivative biosynthetic process
     73 GO:0140098	catalytic activity, acting on RNA
     74 GO:0000228	nuclear chromosome
     74 GO:0042175	nuclear outer membrane-endoplasmic reticulum membrane network
     74 GO:0044255	cellular lipid metabolic process
     74 GO:1901698	response to nitrogen compound
     75 GO:0005215	transporter activity
     75 GO:0009314	response to radiation
     75 GO:0009888	tissue development
     75 GO:0010035	response to inorganic substance
     75 GO:0019953	sexual reproduction
     75 GO:0033365	protein localization to organelle
     76 GO:0016772	transferase activity, transferring phosphorus-containing groups
     76 GO:0048609	multicellular organismal reproductive process
     76 GO:0080134	regulation of response to stress
     76 GO:1903047	mitotic cell cycle process
     77 GO:0032270	positive regulation of cellular protein metabolic process
     77 GO:0044703	multi-organism reproductive process
     77 GO:0055085	transmembrane transport
     78 GO:0002376	immune system process
     78 GO:0032504	multicellular organism reproduction
     78 GO:0034470	ncRNA processing
     78 GO:0044432	obsolete endoplasmic reticulum part
     78 GO:0046872	metal ion binding
     79 GO:0003677	DNA binding
     79 GO:0043085	positive regulation of catalytic activity
     79 GO:0051247	positive regulation of protein metabolic process
     79 GO:1990234	transferase complex
     80 GO:0006281	DNA repair
     80 GO:0006629	lipid metabolic process
     80 GO:0008144	drug binding
     80 GO:0016071	mRNA metabolic process
     80 GO:0016310	phosphorylation
     81 GO:0006518	peptide metabolic process
     81 GO:0016887	ATPase activity
     81 GO:0031399	regulation of protein modification process
     81 GO:0035639	purine ribonucleoside triphosphate binding
     81 GO:2000026	regulation of multicellular organismal development
     82 GO:0009790	embryo development
     82 GO:0010557	positive regulation of macromolecule biosynthetic process
     82 GO:0043169	cation binding
     82 GO:0043604	amide biosynthetic process
     83 GO:0032555	purine ribonucleotide binding
     83 GO:0055114	oxidation-reduction process
     84 GO:0010628	positive regulation of gene expression
     84 GO:0010629	negative regulation of gene expression
     84 GO:0045935	positive regulation of nucleobase-containing compound metabolic process
     85 GO:0000278	mitotic cell cycle
     85 GO:0017076	purine nucleotide binding
     85 GO:0032553	ribonucleotide binding
     85 GO:0048584	positive regulation of response to stimulus
     86 GO:0005794	Golgi apparatus
     86 GO:0033043	regulation of organelle organization
     86 GO:0044434	obsolete chloroplast part
     87 GO:0055086	nucleobase-containing small molecule metabolic process
     88 GO:0005773	vacuole
     88 GO:0009725	response to hormone
     88 GO:0042592	homeostatic process
     88 GO:0044093	positive regulation of molecular function
     88 GO:0044427	obsolete chromosomal part
     88 GO:0044435	obsolete plastid part
     88 GO:0044451	obsolete nucleoplasm part
     89 GO:0022613	ribonucleoprotein complex biogenesis
     90 GO:0007399	nervous system development
     90 GO:0097367	carbohydrate derivative binding
     91 GO:0006886	intracellular protein transport
     91 GO:0044265	cellular macromolecule catabolic process
     92 GO:0009966	regulation of signal transduction
     92 GO:0016192	vesicle-mediated transport
     92 GO:0051726	regulation of cell cycle
     93 GO:0006508	proteolysis
     93 GO:0048468	cell development
     93 GO:1901565	organonitrogen compound catabolic process
     96 GO:0009791	post-embryonic development
     96 GO:0044429	obsolete mitochondrial part
     97 GO:0017111	nucleoside-triphosphatase activity
     99 GO:0009891	positive regulation of biosynthetic process
     99 GO:0016021	integral component of membrane
     99 GO:0031328	positive regulation of cellular biosynthetic process
     99 GO:0051172	negative regulation of nitrogen compound metabolic process
     99 GO:0098805	whole membrane
    100 GO:0005694	chromosome
    100 GO:0019637	organophosphate metabolic process
    100 GO:0032879	regulation of localization
    100 GO:0034622	cellular protein-containing complex assembly
    100 GO:0044283	small molecule biosynthetic process
    101 GO:0009057	macromolecule catabolic process
    101 GO:0023051	regulation of signaling
    102 GO:0031224	intrinsic component of membrane
    103 GO:0006355	regulation of transcription, DNA-templated
    103 GO:0006974	cellular response to DNA damage stimulus
    103 GO:0034660	ncRNA metabolic process
    103 GO:1901135	carbohydrate derivative metabolic process
    104 GO:0010646	regulation of cell communication
    105 GO:0000166	nucleotide binding
    105 GO:0016462	pyrophosphatase activity
    105 GO:0016818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides
    105 GO:0022402	cell cycle process
    105 GO:1901265	nucleoside phosphate binding
    106 GO:0009719	response to endogenous stimulus
    106 GO:0016817	hydrolase activity, acting on acid anhydrides
    106 GO:0071310	cellular response to organic substance
    106 GO:1903506	regulation of nucleic acid-templated transcription
