      1 GO:0000001	mitochondrion inheritance
     32 GO:0010648	negative regulation of cell communication
     32 GO:0010948	negative regulation of cell cycle process
     32 GO:0015318	inorganic molecular entity transmembrane transporter activity
     32 GO:0016788	hydrolase activity, acting on ester bonds
     32 GO:0022603	regulation of anatomical structure morphogenesis
     32 GO:0023057	negative regulation of signaling
     32 GO:0032880	regulation of protein localization
     32 GO:0044391	ribosomal subunit
     32 GO:0051188	obsolete cofactor biosynthetic process
     32 GO:0051301	cell division
     32 GO:0051783	regulation of nuclear division
     32 GO:0062012	regulation of small molecule metabolic process
     32 GO:0140110	transcription regulator activity
     32 GO:1902531	regulation of intracellular signal transduction
     33 GO:0000375	RNA splicing, via transesterification reactions
     33 GO:0000956	nuclear-transcribed mRNA catabolic process
     33 GO:0006413	translational initiation
     33 GO:0016604	nuclear body
     33 GO:0046983	protein dimerization activity
     33 GO:0048285	organelle fission
     33 GO:0090305	nucleic acid phosphodiester bond hydrolysis
     34 GO:0002682	regulation of immune system process
     34 GO:0006402	mRNA catabolic process
     34 GO:0008380	RNA splicing
     34 GO:0016053	organic acid biosynthetic process
     34 GO:0032870	cellular response to hormone stimulus
     34 GO:0042325	regulation of phosphorylation
     34 GO:0043005	neuron projection
     34 GO:0045892	negative regulation of transcription, DNA-templated
     34 GO:0045893	positive regulation of transcription, DNA-templated
     34 GO:0046394	carboxylic acid biosynthetic process
     34 GO:0051336	regulation of hydrolase activity
     34 GO:0060429	epithelium development
     34 GO:0098657	import into cell
     35 GO:0005576	extracellular region
     35 GO:0005743	mitochondrial inner membrane
     35 GO:0005759	mitochondrial matrix
     35 GO:0006468	protein phosphorylation
     35 GO:0007281	germ cell development
     35 GO:0016773	phosphotransferase activity, alcohol group as acceptor
     35 GO:0022626	cytosolic ribosome
     35 GO:0031669	cellular response to nutrient levels
     35 GO:0035770	ribonucleoprotein granule
     35 GO:0036464	cytoplasmic ribonucleoprotein granule
     35 GO:0044419	interspecies interaction between organisms
     35 GO:0045787	positive regulation of cell cycle
     35 GO:0046914	transition metal ion binding
     35 GO:0090150	establishment of protein localization to membrane
     35 GO:1902679	negative regulation of RNA biosynthetic process
     35 GO:1903507	negative regulation of nucleic acid-templated transcription
     36 GO:0001101	response to acid chemical
     36 GO:0006511	ubiquitin-dependent protein catabolic process
     36 GO:0006790	sulfur compound metabolic process
     36 GO:0006812	cation transport
     36 GO:0006970	response to osmotic stress
     36 GO:0009314	response to radiation
     36 GO:0009792	embryo development ending in birth or egg hatching
     36 GO:0009967	positive regulation of signal transduction
     36 GO:0030684	preribosome
     36 GO:0051094	positive regulation of developmental process
     36 GO:0051240	positive regulation of multicellular organismal process
     36 GO:0060341	regulation of cellular localization
     37 GO:0000790	nuclear chromatin
     37 GO:0006163	purine nucleotide metabolic process
     37 GO:0006351	transcription, DNA-templated
     37 GO:0006417	regulation of translation
     37 GO:0007166	cell surface receptor signaling pathway
     37 GO:0007283	spermatogenesis
     37 GO:0009150	purine ribonucleotide metabolic process
     37 GO:0009259	ribonucleotide metabolic process
     37 GO:0016301	kinase activity
     37 GO:0019941	modification-dependent protein catabolic process
     37 GO:0032774	RNA biosynthetic process
     37 GO:0040007	growth
     37 GO:0044092	negative regulation of molecular function
     37 GO:0044463	obsolete cell projection part
     37 GO:0048699	generation of neurons
     37 GO:0097659	nucleic acid-templated transcription
     37 GO:0120038	obsolete plasma membrane bounded cell projection part
     37 GO:1902680	positive regulation of RNA biosynthetic process
     37 GO:1903508	positive regulation of nucleic acid-templated transcription
     38 GO:0006401	RNA catabolic process
     38 GO:0006979	response to oxidative stress
     38 GO:0009506	plasmodesma
     38 GO:0010038	response to metal ion
     38 GO:0015075	ion transmembrane transporter activity
     38 GO:0030234	enzyme regulator activity
     38 GO:0031668	cellular response to extracellular stimulus
     38 GO:0032940	secretion by cell
     38 GO:0034248	regulation of cellular amide metabolic process
     38 GO:0040011	locomotion
     38 GO:0045786	negative regulation of cell cycle
     38 GO:0046903	secretion
     38 GO:0051253	negative regulation of RNA metabolic process
     38 GO:0055044	symplast
     39 GO:0002181	cytoplasmic translation
     39 GO:0006325	chromatin organization
     39 GO:0006928	movement of cell or subcellular component
     39 GO:0007017	microtubule-based process
     39 GO:0008610	lipid biosynthetic process
     39 GO:0010638	positive regulation of organelle organization
     39 GO:0010647	positive regulation of cell communication
     39 GO:0015931	nucleobase-containing compound transport
     39 GO:0019693	ribose phosphate metabolic process
     39 GO:0019866	organelle inner membrane
     39 GO:0023056	positive regulation of signaling
     39 GO:0032269	negative regulation of cellular protein metabolic process
     39 GO:0043632	modification-dependent macromolecule catabolic process
     39 GO:0048878	chemical homeostasis
     39 GO:0051248	negative regulation of protein metabolic process
     39 GO:0051603	proteolysis involved in cellular protein catabolic process
     39 GO:0071496	cellular response to external stimulus
     40 GO:0005198	structural molecule activity
     40 GO:0005911	cell-cell junction
     40 GO:0006397	mRNA processing
     40 GO:0006732	obsolete coenzyme metabolic process
     40 GO:0006955	immune response
     40 GO:0019220	regulation of phosphate metabolic process
     40 GO:0032787	monocarboxylic acid metabolic process
     40 GO:0035556	intracellular signal transduction
     40 GO:0042594	response to starvation
     40 GO:0044434	obsolete chloroplast part
     40 GO:0045595	regulation of cell differentiation
     40 GO:0051174	regulation of phosphorus metabolic process
     40 GO:0051656	establishment of organelle localization
     40 GO:0072521	purine-containing compound metabolic process
     41 GO:0000785	chromatin
     41 GO:0007568	aging
     41 GO:0014070	response to organic cyclic compound
     41 GO:0017144	drug metabolic process
     41 GO:0018193	peptidyl-amino acid modification
     41 GO:0022008	neurogenesis
     41 GO:0044459	obsolete plasma membrane part
     41 GO:0048585	negative regulation of response to stimulus
     41 GO:0048646	anatomical structure formation involved in morphogenesis
     41 GO:1901990	regulation of mitotic cell cycle phase transition
     42 GO:0033993	response to lipid
     42 GO:0044435	obsolete plastid part
     42 GO:0048232	male gamete generation
     42 GO:0072657	protein localization to membrane
     42 GO:0097458	obsolete neuron part
     43 GO:0005840	ribosome
     43 GO:0044257	cellular protein catabolic process
     43 GO:0051254	positive regulation of RNA metabolic process
     43 GO:0061024	membrane organization
     44 GO:0022618	ribonucleoprotein complex assembly
     44 GO:0030054	cell junction
     44 GO:0031966	mitochondrial membrane
     44 GO:0034220	ion transmembrane transport
     44 GO:0051129	negative regulation of cellular component organization
     44 GO:0051640	organelle localization
     45 GO:0006753	nucleoside phosphate metabolic process
     45 GO:0006952	defense response
     45 GO:0007010	cytoskeleton organization
     45 GO:0009117	nucleotide metabolic process
     45 GO:0022412	cellular process involved in reproduction in multicellular organism
     45 GO:0042981	regulation of apoptotic process
     45 GO:0044454	obsolete nuclear chromosome part
     45 GO:0048608	reproductive structure development
     45 GO:0061458	reproductive system development
     45 GO:0071826	ribonucleoprotein complex subunit organization
     45 GO:0098791	Golgi apparatus subcompartment
     46 GO:0010243	response to organonitrogen compound
     46 GO:0043085	positive regulation of catalytic activity
     46 GO:1901987	regulation of cell cycle phase transition
     47 GO:0000228	nuclear chromosome
     47 GO:0006281	DNA repair
     47 GO:0030163	protein catabolic process
     47 GO:0033044	regulation of chromosome organization
     47 GO:0034655	nucleobase-containing compound catabolic process
     47 GO:0044445	obsolete cytosolic part
     47 GO:0070647	protein modification by small protein conjugation or removal
     48 GO:0003729	mRNA binding
     48 GO:0005524	ATP binding
     48 GO:0005768	endosome
     48 GO:0005774	vacuolar membrane
     48 GO:0010608	posttranscriptional regulation of gene expression
     48 GO:0031667	response to nutrient levels
     48 GO:0046700	heterocycle catabolic process
     48 GO:0071495	cellular response to endogenous stimulus
     48 GO:0098772	molecular function regulator
     48 GO:1990234	transferase complex
     49 GO:0006364	rRNA processing
     49 GO:0022857	transmembrane transporter activity
     49 GO:0043067	regulation of programmed cell death
     49 GO:0044270	cellular nitrogen compound catabolic process
     49 GO:0045934	negative regulation of nucleobase-containing compound metabolic process
     49 GO:0046872	metal ion binding
     50 GO:0005740	mitochondrial envelope
     50 GO:0009991	response to extracellular stimulus
     50 GO:0019439	aromatic compound catabolic process
     50 GO:0042995	cell projection
     50 GO:0043169	cation binding
     50 GO:0044431	obsolete Golgi apparatus part
     50 GO:0120025	plasma membrane bounded cell projection
     50 GO:1901361	organic cyclic compound catabolic process
     51 GO:0030554	adenyl nucleotide binding
     51 GO:0031329	regulation of cellular catabolic process
     51 GO:0032559	adenyl ribonucleotide binding
     51 GO:0044433	obsolete cytoplasmic vesicle part
     51 GO:0044437	obsolete vacuolar part
     51 GO:0090407	organophosphate biosynthetic process
     51 GO:1901701	cellular response to oxygen-containing compound
     52 GO:0015630	microtubule cytoskeleton
     52 GO:0044087	regulation of cellular component biogenesis
     52 GO:0140098	catalytic activity, acting on RNA
     52 GO:1901137	carbohydrate derivative biosynthetic process
     53 GO:0016072	rRNA metabolic process
     53 GO:0031399	regulation of protein modification process
     53 GO:0043207	response to external biotic stimulus
     53 GO:0044255	cellular lipid metabolic process
     53 GO:0051707	response to other organism
     53 GO:1901698	response to nitrogen compound
     54 GO:0016310	phosphorylation
     54 GO:0016772	transferase activity, transferring phosphorus-containing groups
     55 GO:0007346	regulation of mitotic cell cycle
     55 GO:0009894	regulation of catabolic process
     55 GO:0044093	positive regulation of molecular function
     55 GO:0044283	small molecule biosynthetic process
     55 GO:0045935	positive regulation of nucleobase-containing compound metabolic process
