      1 GO:0000001	mitochondrion inheritance
     34 GO:0048193	Golgi vesicle transport
     34 GO:0051336	regulation of hydrolase activity
     34 GO:0098655	cation transmembrane transport
     34 GO:1902531	regulation of intracellular signal transduction
     35 GO:0000139	Golgi membrane
     35 GO:0006897	endocytosis
     35 GO:0007283	spermatogenesis
     35 GO:0009416	response to light stimulus
     35 GO:0009887	animal organ morphogenesis
     35 GO:0009896	positive regulation of catabolic process
     35 GO:0016773	phosphotransferase activity, alcohol group as acceptor
     35 GO:0022603	regulation of anatomical structure morphogenesis
     35 GO:0032446	protein modification by small protein conjugation
     35 GO:0051052	regulation of DNA metabolic process
     35 GO:0060548	negative regulation of cell death
     35 GO:0062012	regulation of small molecule metabolic process
     35 GO:0090305	nucleic acid phosphodiester bond hydrolysis
     35 GO:0140110	transcription regulator activity
     36 GO:0000398	mRNA splicing, via spliceosome
     36 GO:0006520	cellular amino acid metabolic process
     36 GO:0006928	movement of cell or subcellular component
     36 GO:0009165	nucleotide biosynthetic process
     36 GO:0009266	response to temperature stimulus
     36 GO:0009792	embryo development ending in birth or egg hatching
     36 GO:0022626	cytosolic ribosome
     36 GO:0032880	regulation of protein localization
     36 GO:0043900	regulation of multi-organism process
     36 GO:0051656	establishment of organelle localization
     36 GO:1901293	nucleoside phosphate biosynthetic process
     37 GO:0000323	lytic vacuole
     37 GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile
     37 GO:0002682	regulation of immune system process
     37 GO:0005743	mitochondrial inner membrane
     37 GO:0006351	transcription, DNA-templated
     37 GO:0010948	negative regulation of cell cycle process
     37 GO:0016788	hydrolase activity, acting on ester bonds
     37 GO:0032774	RNA biosynthetic process
     37 GO:0043005	neuron projection
     37 GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process
     37 GO:0051301	cell division
     37 GO:0060429	epithelium development
     37 GO:0090068	positive regulation of cell cycle process
     37 GO:0097659	nucleic acid-templated transcription
     37 GO:0098657	import into cell
     38 GO:0000375	RNA splicing, via transesterification reactions
     38 GO:0000790	nuclear chromatin
     38 GO:0000956	nuclear-transcribed mRNA catabolic process
     38 GO:0006417	regulation of translation
     38 GO:0006468	protein phosphorylation
     38 GO:0009314	response to radiation
     38 GO:0009968	negative regulation of signal transduction
     38 GO:0010498	proteasomal protein catabolic process
     38 GO:0010648	negative regulation of cell communication
     38 GO:0015318	inorganic molecular entity transmembrane transporter activity
     38 GO:0023057	negative regulation of signaling
     38 GO:0035770	ribonucleoprotein granule
     38 GO:0036464	cytoplasmic ribonucleoprotein granule
     38 GO:0040008	regulation of growth
     38 GO:0045892	negative regulation of transcription, DNA-templated
     38 GO:0046914	transition metal ion binding
     38 GO:0048232	male gamete generation
     38 GO:0051094	positive regulation of developmental process
     38 GO:0051783	regulation of nuclear division
     39 GO:0006402	mRNA catabolic process
     39 GO:0016301	kinase activity
     39 GO:0030234	enzyme regulator activity
     39 GO:0031669	cellular response to nutrient levels
     39 GO:0034248	regulation of cellular amide metabolic process
     39 GO:0040007	growth
     39 GO:0046983	protein dimerization activity
     39 GO:0072657	protein localization to membrane
     39 GO:1902679	negative regulation of RNA biosynthetic process
     39 GO:1903507	negative regulation of nucleic acid-templated transcription
     40 GO:0001101	response to acid chemical
     40 GO:0002181	cytoplasmic translation
     40 GO:0006812	cation transport
     40 GO:0007017	microtubule-based process
     40 GO:0019866	organelle inner membrane
     40 GO:0032940	secretion by cell
     40 GO:0060341	regulation of cellular localization
     41 GO:0007166	cell surface receptor signaling pathway
     41 GO:0008380	RNA splicing
     41 GO:0010638	positive regulation of organelle organization
     41 GO:0042325	regulation of phosphorylation
     41 GO:0042594	response to starvation
     41 GO:0044419	interspecies interaction between organisms
     41 GO:0045595	regulation of cell differentiation
     41 GO:0045787	positive regulation of cell cycle
     41 GO:0045893	positive regulation of transcription, DNA-templated
     41 GO:0046903	secretion
     41 GO:0051640	organelle localization
     42 GO:0005576	extracellular region
     42 GO:0022412	cellular process involved in reproduction in multicellular organism
     42 GO:0044092	negative regulation of molecular function
     42 GO:0044463	obsolete cell projection part
     42 GO:0048646	anatomical structure formation involved in morphogenesis
     42 GO:0048699	generation of neurons
     42 GO:0048878	chemical homeostasis
     42 GO:0051253	negative regulation of RNA metabolic process
     42 GO:0120038	obsolete plasma membrane bounded cell projection part
     43 GO:0005198	structural molecule activity
     43 GO:0006401	RNA catabolic process
     43 GO:0006511	ubiquitin-dependent protein catabolic process
     43 GO:0006790	sulfur compound metabolic process
     43 GO:0007010	cytoskeleton organization
     43 GO:0009967	positive regulation of signal transduction
     43 GO:0010038	response to metal ion
     43 GO:0019941	modification-dependent protein catabolic process
     43 GO:0031668	cellular response to extracellular stimulus
     43 GO:0044459	obsolete plasma membrane part
     44 GO:0000785	chromatin
     44 GO:0005840	ribosome
     44 GO:0006325	chromatin organization
     44 GO:0006364	rRNA processing
     44 GO:0006397	mRNA processing
     44 GO:0006970	response to osmotic stress
     44 GO:0014070	response to organic cyclic compound
     44 GO:0022618	ribonucleoprotein complex assembly
     44 GO:0033993	response to lipid
     44 GO:0044454	obsolete nuclear chromosome part
     44 GO:0051188	obsolete cofactor biosynthetic process
     44 GO:0051240	positive regulation of multicellular organismal process
     44 GO:0071496	cellular response to external stimulus
     44 GO:0097458	obsolete neuron part
     45 GO:0006163	purine nucleotide metabolic process
     45 GO:0009150	purine ribonucleotide metabolic process
     45 GO:0009259	ribonucleotide metabolic process
     45 GO:0015075	ion transmembrane transporter activity
     45 GO:0016053	organic acid biosynthetic process
     45 GO:0023056	positive regulation of signaling
     45 GO:0046394	carboxylic acid biosynthetic process
     45 GO:0051603	proteolysis involved in cellular protein catabolic process
     45 GO:0071826	ribonucleoprotein complex subunit organization
     45 GO:1902680	positive regulation of RNA biosynthetic process
     45 GO:1903508	positive regulation of nucleic acid-templated transcription
     46 GO:0000228	nuclear chromosome
     46 GO:0006955	immune response
     46 GO:0006979	response to oxidative stress
     46 GO:0007568	aging
     46 GO:0009506	plasmodesma
     46 GO:0010608	posttranscriptional regulation of gene expression
     46 GO:0010647	positive regulation of cell communication
     46 GO:0016072	rRNA metabolic process
     46 GO:0022008	neurogenesis
     46 GO:0031966	mitochondrial membrane
     46 GO:0043085	positive regulation of catalytic activity
     46 GO:0043632	modification-dependent macromolecule catabolic process
     46 GO:0045786	negative regulation of cell cycle
     46 GO:0051129	negative regulation of cellular component organization
     46 GO:0055044	symplast
     47 GO:0008610	lipid biosynthetic process
     47 GO:0010243	response to organonitrogen compound
     47 GO:0019220	regulation of phosphate metabolic process
     47 GO:0032269	negative regulation of cellular protein metabolic process
     47 GO:0044434	obsolete chloroplast part
     47 GO:0048585	negative regulation of response to stimulus
     47 GO:0051174	regulation of phosphorus metabolic process
     47 GO:0051248	negative regulation of protein metabolic process
     47 GO:0071495	cellular response to endogenous stimulus
     48 GO:0005911	cell-cell junction
     48 GO:0006732	obsolete coenzyme metabolic process
     48 GO:0019693	ribose phosphate metabolic process
     48 GO:0061024	membrane organization
     48 GO:0072521	purine-containing compound metabolic process
     48 GO:0098772	molecular function regulator
     49 GO:0006952	defense response
     49 GO:0032787	monocarboxylic acid metabolic process
     49 GO:0044257	cellular protein catabolic process
     49 GO:0044435	obsolete plastid part
     49 GO:0140098	catalytic activity, acting on RNA
     50 GO:0006281	DNA repair
     50 GO:0017144	drug metabolic process
     50 GO:0018193	peptidyl-amino acid modification
     50 GO:0044445	obsolete cytosolic part
     50 GO:0048608	reproductive structure development
     50 GO:0061458	reproductive system development
     50 GO:0098791	Golgi apparatus subcompartment
     51 GO:0003729	mRNA binding
     51 GO:0031667	response to nutrient levels
     51 GO:0051254	positive regulation of RNA metabolic process
     51 GO:1901701	cellular response to oxygen-containing compound
     51 GO:1901990	regulation of mitotic cell cycle phase transition
     52 GO:0005740	mitochondrial envelope
     52 GO:0033044	regulation of chromosome organization
     52 GO:0034220	ion transmembrane transport
     52 GO:0044087	regulation of cellular component biogenesis
     53 GO:0005768	endosome
     53 GO:0009991	response to extracellular stimulus
     53 GO:0015630	microtubule cytoskeleton
     53 GO:0030054	cell junction
     53 GO:0035556	intracellular signal transduction
     53 GO:0070647	protein modification by small protein conjugation or removal
     53 GO:1901698	response to nitrogen compound
     53 GO:1990234	transferase complex
     54 GO:0022857	transmembrane transporter activity
     54 GO:0031329	regulation of cellular catabolic process
     54 GO:0034655	nucleobase-containing compound catabolic process
     54 GO:0042981	regulation of apoptotic process
     54 GO:0045934	negative regulation of nucleobase-containing compound metabolic process
     55 GO:0006753	nucleoside phosphate metabolic process
     55 GO:0007276	gamete generation
     55 GO:0009117	nucleotide metabolic process
     55 GO:0016772	transferase activity, transferring phosphorus-containing groups
     55 GO:0030163	protein catabolic process
     55 GO:0046700	heterocycle catabolic process
     55 GO:1901987	regulation of cell cycle phase transition
     56 GO:0005774	vacuolar membrane
     56 GO:0009894	regulation of catabolic process
     56 GO:0044270	cellular nitrogen compound catabolic process
     56 GO:0044431	obsolete Golgi apparatus part
     56 GO:0120025	plasma membrane bounded cell projection
     57 GO:0003677	DNA binding
     57 GO:0005524	ATP binding
     57 GO:0019439	aromatic compound catabolic process
     57 GO:0042254	ribosome biogenesis
     57 GO:0042995	cell projection
     57 GO:0046872	metal ion binding
     57 GO:0070925	organelle assembly
     57 GO:0090407	organophosphate biosynthetic process
